,Operator,Well Name,Formation,Lateral Length,Stages,Township ,Range,Section,"Total Prop, lbs","Fluid, bbls",Date Fracd,Compl. Type,Latitude,Longitude,Fluid Type from DI,SPACING_CAPPED,12 month Cum Prod,Best1 Mo BOPD,Best3 Mo BOPD,Best6 Mo BOPD,Best9 Mo BOPD,Best12 Mo BOPD,X (feet),Y (feet),Neighbors_Count_UpToDate
2164,Operator 36,Well 2175,TFH,9856,31,149,91,4,3098670,48020,7/11/2013,Sleeves,47.75076778,-102.3412724,LINEAR GEL (HC),599.17015,116.78,637.8698225,562.6451896,452.9366645,379.6953758,329.3885602,419409.9124,296402.0626,0.25
2165,Operator 1,Well 2176,TFH,8776,30,147,96,14,2830895,55405,6/15/2013,P & P,47.54851293,-102.8703859,,41.673475,12.08,44.9704142,42.43918475,40.08327854,38.20585872,36.70008766,271139.2346,268155.5599,2.25
2166,Operator 1,Well 2177,TFH,9430,30,147,96,22,2819196,53569,7/19/2013,P & P,47.54464231,-102.9046989,LINEAR GEL (HC),335.383955,152.23,684.0236686,638.9546351,556.349989,466.5534371,415.2092921,262604.2375,269574.0056,1.25
2167,Operator 1,Well 2178,MBH,9504,29,147,96,22,2692306,51786,8/12/2013,P & P,47.54472587,-102.89672,,265.390595,147.65,873.4056542,608.3716853,506.0322156,436.9749434,386.4562788,264491.7421,268960.0879,1
2168,Operator 30,Well 2179,MBH,9652,30,147,92,36,2588705,32958,1/9/2013,Sleeves,47.51143729,-102.3525536,,660,41.04,293.5897436,186.8069253,142.3241289,123.4714004,113.4094894,388790.7134,213920.5289,0
2169,Operator 15,Well 218,MBH,4143,18,162,91,16,1863599,22202,3/20/2011,OH,48.86452468,-102.4966472,,660,14.54,71.33464826,64.25597195,52.5147929,44.4042662,38.57385492,513920.2034,697098.8027,0
2170,Operator 4,Well 2180,TFH,9456,30,141,97,34,3201560,44068,1/27/2013,Sleeves,46.98167093,-102.9553495,,660,33.71,152.1696252,132.4128863,113.6094675,98.9918913,88.20129301,183606.5831,78170.7643,0
2171,Operator 1,Well 2181,MBH,9597,30,147,96,22,2835090,52534,7/1/2013,P & P,47.54464171,-102.9045166,LINEAR GEL (HC),330.534635,210.65,1024.95069,747.0414201,642.9432391,591.6721455,554.4378698,262647.0635,269559.105,0.25
2172,Operator 1,Well 2182,TFH,9512,30,147,96,22,2838068,53913,7/31/2013,P & P,47.54472527,-102.8965377,LINEAR GEL (HC),18.074815,90.14,404.2077581,342.8774929,298.6960333,266.4657754,233.5360508,264534.5694,268945.1912,2
2173,Operator 36,Well 2183,MBH,10116,32,149,92,9,3184620,50825,7/17/2013,Sleeves,47.74168874,-102.4604748,,610.09261,117.29,832.642998,620.3922858,483.7058952,409.3030901,368.5870042,390337.8886,302652.3924,0
2174,Operator 30,Well 2184,TFH,9549,30,146,93,10,2473990,44406,4/23/2013,Sleeves,47.4741119,-102.507254,,660,71.88,572.3865878,346.4058733,258.7552049,218.007159,195.6169187,347917.0085,213207.3373,1
2175,Operator 1,Well 2185,TFH,9451,30,147,96,22,2775596,63393,8/28/2013,P & P,47.54464112,-102.9043342,LINEAR GEL (HC),390.80119,111.63,394.7403024,379.8816568,359.3688363,340.8210972,313.6176857,262689.9142,269544.1999,2.25
2176,Operator 1,Well 2186,TFH,9508,30,147,96,22,2830120,56083,7/7/2013,P & P,47.54472502,-102.8964611,LINEAR GEL (HC),25.97159,98.93,632.8731098,541.5844839,403.9064212,326.8427204,268.2938856,264552.5651,268938.9326,0
2177,Operator 36,Well 2187,MBH,9769,31,149,91,4,2911789,50361,7/10/2013,Sleeves,47.75069102,-102.3412724,CROSSLINKED (HC),599.17015,74.94,296.0552268,288.5930309,249.4575937,223.423917,205.3500986,419400.9431,296375.3145,0
2178,Operator 30,Well 2188,MBH,9749,30,143,95,5,1389840,20073,5/9/2013,Sleeves,47.24075335,-102.7444284,,660,67.08,295.2662722,261.6589963,214.7435897,188.6039886,173.9151874,264363.9088,151050.5715,2
2179,Operator 32,Well 2189,TFH,8921,30,147,95,30,3427500,51673.85714,7/15/2013,Sleeves,47.52873715,-102.8386953,,641.26536,78.01,537.4095989,411.3850537,309.5332018,252.3230331,214.0642121,276248.7142,258731.4964,1.25
2180,Operator 6,Well 219,MBH,7320,24,160,94,28,3162530,63072,10/15/2011,P & P,48.66109309,-102.8385285,,660,69.34,331.5581854,269.8772737,231.8047337,209.7925342,186.3275258,410956.1537,652887.3125,0
2181,Operator 1,Well 2190,TFH,9600,30,147,96,22,2818446,53279,8/6/2013,P & P,47.54472443,-102.8962787,LINEAR GEL (HC),349.60364,93.56,522.8139382,397.1290817,324.9068595,288.921762,264.8942582,264595.4171,268924.0314,3
2182,Operator 30,Well 2191,MBH,10013,30,143,95,5,1750881,20734,5/5/2013,Sleeves,47.24075235,-102.7442269,CROSSLINKED (HC),660,69.83,454.8652202,308.7442472,234.3907517,203.7986705,187.1493535,264411.4785,151033.9886,1
2183,Operator 32,Well 2192,TFH,10305,30,147,95,30,3500080,57539,6/13/2013,Sleeves,47.52873767,-102.8385129,,660,124.27,733.6949375,545.4087223,458.7442472,380.1190737,326.6847469,276291.7195,258717.0055,0
2184,Operator 35,Well 2193,MBH,9607,31,148,95,13,4430629,75828,9/8/2013,P & P,47.6458182,-102.7215706,,557.3612,116.39,668.6390533,569.0664037,431.2952005,363.6094675,317.781613,317682.6822,290051.6523,0
2185,Operator 1,Well 2194,TFH,9398,30,147,96,22,2708623,58286,8/19/2013,P & P (cmt.),47.54441613,-102.8891901,LINEAR GEL (HC),332.621935,86.75,311.7685733,281.5143546,256.793776,245.3795018,232.9032435,266226.8487,268245.8163,1.5
2186,Operator 2,Well 2195,TFH,9981,30,149,91,19,3311868,59080,7/17/2013,20 Sleeves and 10 P & P,47.7170717,-102.3736498,CROSSLINKED (HC),599.700065,70.78,382.2485207,284.1880342,239.2395354,203.0389364,182.1635985,407860.0007,287214.9719,0.5
2187,Operator 32,Well 2196,MBH,10233,30,147,95,30,3502580,54901,6/16/2013,Sleeves,47.52873818,-102.8383306,CROSSLINKED (HC),660,100.2,465.7462196,394.1924173,338.3026518,294.8133538,264.7682446,276334.7,258702.5192,0.25
2188,Operator 35,Well 2197,TFH,9416,31,148,95,13,3569998,92892,9/15/2013,P & P,47.64582051,-102.7218143,,649.39824,83.59,437.1794872,378.029805,289.4860837,250.7451238,223.1974578,317625.667,290071.9432,0.5
2189,Operator 35,Well 2198,MBH,9548,31,148,95,13,4492868,90333,9/15/2013,P & P,47.64582282,-102.7220579,,482.31968,106.95,453.7146614,437.3438527,380.873329,329.0525239,289.8202937,317568.6753,290092.2263,1.25
2190,Operator 36,Well 2199,MBH,10366,,149,92,3,0,0,1/1/2013,No Data,47.74756231,-102.4465708,LINEAR GEL (HC),660,42.61,191.7488494,162.7985974,145.4689897,130.3601432,119.2718606,394293.2706,303598.23,1
2191,Operator 2,Well 22,MBH,14372,10,142,98,30,1076000,26063,1/1/2006,No Data,47.08256878,-103.1402206,,660,21.6,121.8277449,108.0210388,80.48980934,66.65570896,58.39907955,151806.2304,128276.0001,0
2192,Operator 7,Well 220,MBH,4471,21,160,90,34,2794770,65638.14286,11/2/2011,OH,48.63597396,-102.2785657,,660,55.23,341.025641,268.8472496,204.7227701,172.8796844,153.5722113,537476.6021,600344.7793,0
2193,Operator 30,Well 2200,TFH,10331,30,146,93,9,6039638,63064,1/27/2015,Sleeves,47.4745503,-102.5435371,LINEAR GEL (HC),565.21053,97.19,499.0138067,405.8075827,,,,339407.9517,216250.489,1.75
2194,Operator 18,Well 2201,MBH,8882,30,147,97,21,1884845,39598,6/3/2013,Sleeves,47.53126676,-103.0452323,,660,78.35,474.852071,345.4306377,271.2141135,226.7514062,197.4824677,227944.6165,276280.7051,2
2195,Operator 30,Well 2202,MBH,9629,30,145,93,19,2490220,27145,6/10/2013,Sleeves,47.35905032,-102.5752583,CROSSLINKED (HC),660,57.81,293.0637738,227.1860618,187.9081744,164.8659508,151.2793119,318331.9543,178600.6669,1
2196,Operator 4,Well 2203,MBH,8913,33,148,92,18,7731182,138854,10/19/2015,P & P (cmt.),47.6432741,-102.4588623,LINEAR GEL (HC),653.80605,137.02,,,,,,379172.7375,268251.0969,2.25
2197,Operator 18,Well 2204,TFH,8949,30,147,97,21,1886212,46615,6/7/2013,Sleeves,47.53126837,-103.0450296,CROSSLINKED (HC),660,51.28,292.4720579,243.9842209,187.2178391,155.2450873,135.911133,227992.4913,276264.8479,0.75
2198,Operator 30,Well 2205,MBH,9650,30,145,93,19,2713180,45418,6/14/2013,Sleeves,47.35904985,-102.5748544,CROSSLINKED (HC),660,65.99,534.3852728,312.2726277,233.8702608,199.3717583,178.1996494,318427.3611,178568.2091,2
2199,Operator 24,Well 2206,MBH,8375,28,147,92,21,3781571,80069,8/21/2013,P & P,47.53365866,-102.3975198,,556.691965,104.27,637.7054569,442.6254657,345.8963401,302.7540361,274.9369932,380782.0605,225219.9387,1.25
2200,Operator 4,Well 2207,TFH,8974,33,148,92,18,7768903,149775,10/7/2015,P & P (cmt.),47.64319185,-102.4588617,LINEAR GEL (HC),622.2341,152.93,,,,,,379163.232,268222.4085,0
2201,Operator 4,Well 2208,MBH,9262,34,148,92,18,7959745,126510,10/19/2015,P & P,47.64310961,-102.4588611,LINEAR GEL (HC),591.60395,127.57,,,,,,379153.7276,268193.7235,2.25
2202,Operator 35,Well 2209,MBH,9439,31,148,94,29,4344227,80384,9/19/2013,P & P,47.61659861,-102.6793699,CROSSLINKED (HC),660,100.58,896.9428008,616.7543283,439.3765067,362.3895098,318.8445102,324151.4213,276513.6734,1.25
2203,Operator 7,Well 221,MBH,5376,17,160,90,19,2406830,46506,4/11/2011,OH,48.67588087,-102.3618539,,660,28.23,121.6633794,117.2693403,103.8132807,90.37548397,81.34724962,522872.5992,620742.3539,0
2204,Operator 30,Well 2210,TFH,9457,30,146,94,29,2382720,45308,6/22/2013,Sleeves,47.44359385,-102.6783426,CROSSLINKED (HC),660,50.56,251.6436555,182.7306597,155.4788516,142.4136168,132.7142231,303956.6296,216255.344,0
2205,Operator 2,Well 2211,TFH,9224,30,149,92,12,3062069,57955,3/28/2013,P & P,47.74487229,-102.3938099,,401.297095,36.77,282.34714,200.1753233,153.9831251,130.5172036,114.5956607,406374.4302,298491.9413,1.5
2206,Operator 2,Well 2212,MBH,9826,27,148,96,28,3069271,76281,9/15/2013,P & P,47.60362476,-102.916594,,441.942405,157.26,655.5884287,608.7223318,529.2680254,456.0413471,410.9220907,266829.1258,291031.8032,1.25
2207,Operator 35,Well 2213,TFH,8664,44,148,94,27,4321616,120643.1905,4/29/2015,P & P,47.60369212,-102.6471044,SLICKWATER (HC),375.302925,158.44,,,,,,330218.5207,269446.7165,0
2208,Operator 35,Well 2214,TFH,9529,31,148,94,29,3953931,82036,9/19/2013,P & P,47.61659941,-102.6796133,,602.45034,64.65,430.3090072,350.5259698,262.9300899,225.7725181,201.2108262,324094.2602,276533.3972,0.5
2209,Operator 2,Well 2215,TFH,9548,30,148,92,14,3204240,59625,5/5/2013,20 Sleeves and 10 P & P,47.63320211,-102.360948,CROSSLINKED (HC),405.953,67.45,261.3083498,224.446636,202.4600044,186.1604208,170.5046022,401041.6052,256994.5404,0.25
2210,Operator 2,Well 2216,TFH,9065,29,149,92,12,3007345,62248,3/25/2013,P & P,47.74480333,-102.3935848,,393.398805,76.76,383.530572,351.0738549,282.1937322,231.0176054,197.4249397,406419.2526,298450.1444,0.5
2211,Operator 7,Well 2217,MBH,8710,32,143,94,19,1896411,46552,10/5/2013,OH,47.18531965,-102.6459927,SLICKWATER (HC),660,48.07,264.6285339,217.357002,181.1253561,149.8356345,130.262437,281128.3109,123862.3825,0
2212,Operator 1,Well 2218,TFH,9976,30,147,96,23,2661682,50795,6/25/2013,P & P,47.54206719,-102.8723101,LINEAR GEL (HC),584.53657,139.53,640.1380671,592.5597195,476.9723866,412.7474615,371.6496822,269920.0153,266070.0455,1
2213,Operator 6,Well 2219,MBH,9073,34,145,97,20,3456300,70909,5/11/2014,P & P (cmt.),47.35851927,-103.0717672,CROSSLINKED (HC),660,129.97,897.1400394,608.1744466,474.4192417,399.5653444,350.7423844,201031.3484,218447.9868,1
2214,Operator 12,Well 222,MBH,9300,25,159,91,25,3828158,61743,9/16/2010,P & P,48.5613053,-102.3654291,,660,61.97,218.869165,209.8181021,190.1654613,176.7879319,160.9549638,508616.9433,581009.4881,0
2215,Operator 30,Well 2220,MBH,9417,30,145,94,25,2517290,26937,7/21/2013,Sleeves,47.35645659,-102.6031397,,660,72.51,581.7882972,354.4597852,267.2529038,224.4429834,199.0603769,311437.0294,179928.944,3
2216,Operator 1,Well 2221,MBH,9472,29,147,96,22,2741147,51776,6/25/2013,P & P,47.54439909,-102.8890115,,316.568385,183.65,785.930309,710.190664,631.3171159,571.4405727,488.8313609,266266.851,268225.5074,1
2217,Operator 6,Well 2222,MBH,9761,36,145,97,20,3772340,81377,5/7/2014,P & P (cmt.),47.35852041,-103.0714643,CROSSLINKED (HC),660,104.69,716.17357,468.6828841,371.603112,324.8228505,287.6917598,201102.9377,218423.7581,0
2218,Operator 30,Well 2223,MBH,9908,30,145,94,25,2565920,28155,7/16/2013,Sleeves,47.3564564,-102.6029378,,660,104.72,531.4924392,417.2035941,339.3929432,301.3112718,272.8413325,311484.7231,179912.7187,1
2219,Operator 1,Well 2224,TFH,9239,29,147,96,22,2735348,52464,7/25/2013,P & P,47.54438205,-102.8888289,LINEAR GEL (HC),319.702995,111.31,843.3267587,560.1139601,408.4319527,328.3804515,282.3827526,266307.7946,268204.8764,0.5
2220,Operator 7,Well 2225,MBH,9136,32,142,95,6,1965130,58274,2/26/2014,OH,47.15353201,-102.7753519,LINEAR GEL (HC),614.367705,62.76,259.3688363,228.6763094,203.1503397,191.1571335,176.087552,246716.9066,123239.6189,0
2221,Operator 7,Well 2226,MBH,13822,32,142,96,35,2018201,61503,5/6/2013,OH,47.06878966,-102.8124412,SLICKWATER (HC),660,54.6,233.2675871,212.075389,178.0188472,160.647235,146.6579005,227882.0951,96804.61295,0
2222,Operator 1,Well 2227,MBH,9748,30,146,95,32,2829564,52280,11/10/2013,P & P,47.41632059,-102.8147034,LINEAR GEL (HC),660,95.31,394.60881,338.5492001,306.9307473,286.2955658,266.5105194,268559.0888,217726.5093,1.5
2223,Operator 30,Well 2228,MBH,9586,30,145,94,25,2568110,27664,7/19/2013,Sleeves,47.35645621,-102.6027359,CROSSLINKED (HC),660,68.62,460.5851414,283.9140916,217.6966908,191.1900066,171.5592812,311532.4169,179896.4936,2
2224,Operator 30,Well 2229,MBH,9372,30,146,92,16,2781777,34051,2/7/2013,Sleeves,47.47001312,-102.4078971,,660,91.12,528.0407627,414.2340565,320.5785667,271.4697933,244.0390094,370885.6008,203882.9464,0
2225,Operator 6,Well 223,TFH,8365,27,159,94,17,3488337,18002,5/13/2011,P & P,48.59052524,-102.8571819,,646.08536,86.35,346.2524655,302.9257068,272.0907298,248.0824019,228.3092264,398239.3639,629763.189,0
2226,Operator 1,Well 2230,TFH,9823,30,146,95,32,2787188,51742,11/10/2013,P & P,47.41632076,-102.8145215,LINEAR GEL (HC),387.556225,81.18,317.0940171,267.2583826,243.9787421,226.1085543,210.3714661,268602.0199,217711.9209,1.5
2227,Operator 32,Well 2231,TFH,10036,30,147,95,21,3502060,56306,10/3/2013,Sleeves,47.53342583,-102.7809653,CROSSLINKED (HC),660,80.19,354.4049967,277.3942582,243.9020381,217.3095186,190.6284243,290397.7265,255722.5457,0.25
2228,Operator 32,Well 2232,TFH,10652,30,147,95,30,3498480,53374,7/16/2013,Sleeves,47.52834997,-102.832076,CROSSLINKED (HC),660,59.79,262.1959237,198.2686829,163.7245233,145.2333991,132.6539557,277761.1828,258064.5247,0.5
2229,Operator 30,Well 2233,MBH,8616,20,145,92,31,2448504,28393,3/20/2013,Sleeves,47.329202,-102.4486706,,660,16.33,79.35568705,57.83475783,50.69033531,46.38030535,43.57878589,344761.1951,158113.8162,0
2230,Operator 18,Well 2234,MBH,4548,,147,96,9,613625,19210,1/1/2013,No Data,47.56116268,-102.9112222,CROSSLINKED (HC),308.70623,44.03,227.9750164,186.6096866,150.3396888,129.6113668,115.1271094,263036.1125,275841.1717,0
2231,Operator 1,Well 2235,MBH,10155,29,146,95,32,3994762,85165,1/14/2014,P & P,47.41632152,-102.8137127,,322.2608,99.33,446.1538462,386.6425597,330.3692746,297.8742056,274.3562349,268792.9097,217647.0576,1.75
2232,Operator 32,Well 2236,MBH,9107,30,147,95,21,3500900,53527,10/7/2013,Sleeves,47.53342454,-102.7804182,CROSSLINKED (HC),660,170.09,1380.177515,895.715538,642.910366,518.2226605,441.7351523,290526.3995,255678.1787,1.5
2233,Operator 32,Well 2237,MBH,10319,30,147,95,30,3499620,52816,7/14/2013,Sleeves,47.52835037,-102.8319339,CROSSLINKED (HC),660,97.38,496.4825773,394.6635985,296.3565637,255.8331507,224.4301994,277794.6869,258053.2361,1
2234,Operator 18,Well 2238,TFH,4592,20,147,96,9,1235890,28948,9/11/2013,Sleeves,47.5611623,-102.9110194,,640.41929,122.3,982.6758711,637.0699101,444.0937979,369.8261378,325.1068376,263083.774,275824.6964,0.5
2235,Operator 1,Well 2239,TFH,10205,30,146,95,32,3764555,89549,1/14/2014,P & P,47.41632169,-102.8135308,,422.92786,103.69,488.5930309,367.1816787,326.0026298,303.2325225,280.6897874,268835.841,217632.4697,2.5
2236,Operator 7,Well 224,MBH,5289,18,160,91,11,2487740,58399,7/26/2011,OH,48.6920915,-102.3868666,,660,34.55,206.9033531,170.7648477,130.0186281,110.6143619,99.44115713,518989.0308,628346.0915,0
2237,Operator 7,Well 2240,MBH,8266,32,143,97,6,1544888,108134,11/29/2013,OH,47.23993884,-103.0242258,,660,48.41,226.1669954,213.258821,180.1446417,152.4326101,131.2267149,198084.4567,173417.6623,1
2238,Operator 32,Well 2241,MBH,8179,30,147,95,30,3500480,51802,7/9/2013,Sleeves,47.52835088,-102.8317515,,621.518695,113.23,607.9552926,391.0804295,319.1978961,282.4749799,258.7360289,277837.6923,258038.7449,0
2239,Operator 18,Well 2242,MBH,4646,20,147,96,9,1179895,26438,9/9/2013,Sleeves,47.56116192,-102.9108167,,609.1349,116.16,764.8257725,549.1343414,421.7346044,356.9325736,317.228249,263131.4121,275808.2293,1
2240,Operator 36,Well 2243,TFH,9921,32,148,92,31,3511880,77471,5/5/2014,Sleeves,47.59509609,-102.4559878,CROSSLINKED (HC),522.383615,187.92,815.3188692,766.1845277,679.9309665,582.694134,514.6148367,374199.4682,251247.6197,1.25
2241,Operator 30,Well 2244,TFH,10115,34,146,92,18,3235680,66043,12/28/2014,Sleeves,47.47073547,-102.4556751,LINEAR GEL (HC),650.827505,68.61,243.6226167,233.530572,,,,359692.7409,207928.9752,0.5
2242,Operator 32,Well 2245,TFH,8735,30,147,95,30,3510050,56278.61905,8/6/2013,Sleeves,47.52835139,-102.8315692,CROSSLINKED (HC),621.518695,112.27,869.3622617,557.7580539,423.3179925,344.2800789,292.5542406,277880.6743,258024.2618,1.5
2243,Operator 30,Well 2246,MBH,9404,34,147,93,14,2688755,60598,12/12/2014,Sleeves,47.55232126,-102.4915517,LINEAR GEL (HC),660,221.48,936.0946746,813.1930747,690.324348,,,360802.3712,239179.5936,0
2244,Operator 36,Well 2247,MBH,9965,32,148,92,31,3463840.278,76210,5/8/2014,Sleeves,47.59505178,-102.4558939,LINEAR GEL (HC),403.814185,82.15,491.2557528,434.5825115,325.8218277,265.6512528,230.8596318,374216.3879,251224.7437,1.5
2245,Operator 36,Well 2248,MBH,9936,32,148,92,31,3727880,91404,5/11/2014,Sleeves,47.59501018,-102.4557959,LINEAR GEL (HC),443.267685,83.77,665.4503616,591.2776682,385.2947622,287.0516473,235.7001972,374234.5909,251202.4861,2.5
2246,Operator 18,Well 2249,MBH,9578,30,145,97,36,2055522,40024,11/27/2013,Sleeves,47.32954044,-102.9871593,,660,56.18,294.3458251,230.4624151,187.9520053,166.1260866,148.411133,217536.1103,201516.0697,0
2247,Operator 7,Well 225,MBH,5887,17,160,91,9,2531560,31967,2/1/2011,Screen,48.69136157,-102.429607,,660,32.18,168.6390533,153.2544379,116.8200745,98.02396084,88.00131492,509021.8042,631413.1046,0
2248,Operator 18,Well 2250,MBH,5041,20,147,96,15,4114733,96978,4/20/2014,OH,47.54630856,-102.8919519,,660,163.65,1160.25641,806.6294105,615.1161517,511.2060779,445.0252027,265802.0839,269126.0144,1.25
2249,Operator 30,Well 2251,MBH,13934,50,147,93,14,5258280,103244,1/2/2015,Sleeves,47.55209213,-102.491336,LINEAR GEL (HC),660,218.24,904.9638396,715.3298269,,,,360826.3054,239082.6915,3
2250,Operator 36,Well 2252,MBH,9959,32,148,92,31,3961180,92058,5/14/2014,Sleeves,47.59496586,-102.455702,SLICKWATER (HC),561.837115,136.89,743.2938856,598.4220907,482.8621521,421.2506392,367.6172474,374251.5095,251179.6067,3.5
2251,Operator 7,Well 2253,MBH,9469,32,143,97,6,2103544,61550,7/30/2013,OH,47.24007592,-103.0242267,SLICKWATER (HC),660,47.41,270.8086785,207.1772956,168.8417708,140.9489371,125.4711812,198100.6141,173465.3202,0
2252,Operator 18,Well 2254,TFH,4720,20,147,96,15,3009444,73307,5/14/2014,OH,47.54630922,-102.8921546,,660,136.7,629.3228139,597.8413325,499.1233837,415.1946819,362.8588648,265754.4636,269142.5727,1.5
2253,Operator 33,Well 2255,MBH,10037,42,148,93,14,10052791,128134,9/21/2013,P & P (cmt.),47.63580195,-102.5009338,CROSSLINKED (HC),660,146.23,879.0927022,714.5079991,509.9550734,424.6000438,373.9151874,368395.3509,268986.6727,2.25
2254,Operator 36,Well 2256,TFH,9791,31,148,92,31,2685940,58843,11/3/2013,Sleeves,47.59470499,-102.4550451,LINEAR GEL (HC),540.146455,64.96,393.7541091,283.4976989,223.0330923,192.7167799,171.8140478,374375.6353,251036.6725,0
2255,Operator 32,Well 2257,MBH,10138,30,147,95,21,3488740,52970,9/30/2013,Sleeves,47.5334254,-102.780783,CROSSLINKED (HC),660,123.28,536.3905325,496.7784352,415.6695157,345.876251,302.676419,290440.6018,255707.762,0
2256,Operator 32,Well 2258,TFH,8706,30,147,95,21,3499742,56738,10/5/2013,Sleeves,47.53342497,-102.7806006,,636.99913,126.49,904.503616,593.9294324,434.5551172,356.1070933,309.2236467,290483.5006,255692.9703,1.25
2257,Operator 18,Well 2259,TFH,4670,20,147,96,15,3011156,73409,5/1/2014,OH,47.54630989,-102.8923573,,660,145.96,626.3313609,529.9802761,473.8823143,417.3022135,380.1227263,265706.8446,269159.1345,0.5
2258,Operator 6,Well 226,TFH,9175,25,159,94,34,2874767,64163,9/24/2012,Sleeves,48.5471965,-102.8140202,CROSSLINKED (HC),660,70.79,334.5825115,287.0041639,249.1343414,214.5079991,190.7982687,403064.1763,611251.5532,0
2259,Operator 33,Well 2260,TFH,9320,39,148,93,14,9234710,121156,9/20/2013,P & P (cmt.),47.63562102,-102.5006293,CROSSLINKED (HC),660,127.97,662.6561473,541.617357,407.8676309,348.1810213,311.8397984,368445.7554,268899.5083,0.5
2260,Operator 36,Well 2261,MBH,10010,31,148,92,31,3026420,61030,11/5/2013,Sleeves,47.59477048,-102.4549811,LINEAR GEL (HC),387.20496,67.56,308.2182774,238.4396231,201.3368398,184.823581,172.986522,374398.388,251054.3987,0.25
